w_judge,w_fan,fairness,stability,entertainment,total
0.37178684755069663,0.6282131524493033,0.9999999999999998,1.0,0.6282131524493033,2.628213152449303
0.6381429355258087,0.3618570644741913,0.9999999999999998,1.0,0.3618570644741913,2.361857064474191
0.4005678487908553,0.5994321512091447,0.9999999999999998,1.0,0.5994321512091447,2.5994321512091445
0.5570719403807222,0.44292805961927784,0.9999999999999998,1.0,0.44292805961927784,2.4429280596192777
0.4536810563570497,0.5463189436429503,0.9999999999999998,1.0,0.5463189436429503,2.54631894364295
0.34830916602719714,0.6516908339728029,0.9999999999999998,1.0,0.6516908339728029,2.6516908339728027
0.6643217488641032,0.3356782511358968,0.9999999999999998,1.0,0.3356782511358968,2.3356782511358967
0.4315604857886564,0.5684395142113436,0.9999999999999998,1.0,0.5684395142113436,2.5684395142113434
0.5923389479204384,0.4076610520795616,0.9999999999999998,1.0,0.4076610520795616,2.407661052079561
0.35604368677360443,0.6439563132263956,0.9999999999999998,1.0,0.6439563132263956,2.6439563132263952
0.4767810524582144,0.5232189475417857,0.9999999999999998,1.0,0.5232189475417857,2.5232189475417854
0.41211769582386903,0.587882304176131,0.9999999999999998,1.0,0.587882304176131,2.587882304176131
0.582479282907336,0.41752071709266403,0.9999999999999998,1.0,0.41752071709266403,2.417520717092664
0.6429899582675768,0.35701004173242323,0.9999999999999998,1.0,0.35701004173242323,2.357010041732423
0.636881937681669,0.363118062318331,0.9999999999999998,1.0,0.363118062318331,2.363118062318331
0.37828075531502825,0.6217192446849718,0.9999999999999998,1.0,0.6217192446849718,2.6217192446849715
0.46878789685140865,0.5312121031485914,0.9999999999999998,1.0,0.5312121031485914,2.531212103148591
0.5378826861184762,0.4621173138815238,0.9999999999999998,1.0,0.4621173138815238,2.4621173138815236
0.5231062810507463,0.4768937189492537,0.9999999999999998,1.0,0.4768937189492537,2.4768937189492535
0.3004975831373591,0.6995024168626409,0.9999999999999998,1.0,0.6995024168626409,2.6995024168626407
0.5553026043692224,0.4446973956307776,0.9999999999999998,1.0,0.4446973956307776,2.4446973956307776
0.4330660325790842,0.5669339674209157,0.9999999999999998,1.0,0.5669339674209157,2.5669339674209155
0.34413720170611534,0.6558627982938847,0.9999999999999998,1.0,0.6558627982938847,2.6558627982938843
0.6986906350122598,0.3013093649877402,0.9999999999999998,1.0,0.3013093649877402,2.30130936498774
0.6242318709087434,0.37576812909125656,0.9999999999999998,1.0,0.37576812909125656,2.3757681290912562
0.527831785639689,0.472168214360311,0.9999999999999998,1.0,0.472168214360311,2.4721682143603108
0.6515046159794242,0.3484953840205758,0.9999999999999998,1.0,0.3484953840205758,2.3484953840205756
0.5457651108684609,0.4542348891315391,0.9999999999999998,1.0,0.4542348891315391,2.4542348891315386
0.42892833534869707,0.571071664651303,0.9999999999999998,1.0,0.571071664651303,2.5710716646513028
0.5590691408264845,0.4409308591735155,0.9999999999999998,1.0,0.4409308591735155,2.4409308591735153
0.6077336077844628,0.39226639221553716,0.9999999999999998,1.0,0.39226639221553716,2.3922663922155367
0.3761079628448035,0.6238920371551965,0.9999999999999998,1.0,0.6238920371551965,2.6238920371551964
0.639090519529259,0.360909480470741,0.9999999999999998,1.0,0.360909480470741,2.360909480470741
0.39951376204953126,0.6004862379504687,0.9999999999999998,1.0,0.6004862379504687,2.6004862379504683
0.6439723008221228,0.35602769917787724,0.9999999999999998,1.0,0.35602769917787724,2.356027699177877
0.518749798011484,0.481250201988516,0.9999999999999998,1.0,0.481250201988516,2.481250201988516
0.3230157809530447,0.6769842190469553,0.9999999999999998,1.0,0.6769842190469553,2.676984219046955
0.45543018077392067,0.5445698192260793,0.9999999999999998,1.0,0.5445698192260793,2.544569819226079
0.5755861927278341,0.42441380727216593,0.9999999999999998,1.0,0.42441380727216593,2.424413807272166
0.46781318894225543,0.5321868110577446,0.9999999999999998,1.0,0.5321868110577446,2.5321868110577443
0.3863470031703151,0.6136529968296849,0.9999999999999998,1.0,0.6136529968296849,2.6136529968296847
0.32048905798318345,0.6795109420168166,0.9999999999999998,1.0,0.6795109420168166,2.679510942016816
0.4188184037284701,0.5811815962715299,0.9999999999999998,1.0,0.5811815962715299,2.58118159627153
0.4286642450560064,0.5713357549439936,0.9999999999999998,1.0,0.5713357549439936,2.5713357549439935
0.489454644962211,0.510545355037789,0.9999999999999998,1.0,0.510545355037789,2.510545355037789
0.4739596248695973,0.5260403751304027,0.9999999999999998,1.0,0.5260403751304027,2.5260403751304024
0.6025824968764099,0.39741750312359014,0.9999999999999998,1.0,0.39741750312359014,2.39741750312359
0.6690051455463484,0.3309948544536516,0.9999999999999998,1.0,0.3309948544536516,2.3309948544536514
0.44800555418556387,0.5519944458144361,0.9999999999999998,1.0,0.5519944458144361,2.5519944458144357
0.615713614692615,0.384286385307385,0.9999999999999998,1.0,0.384286385307385,2.3842863853073846
